Account,Date,Daily_Total_PnL,Classification
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-07,-1145.924392,Fear
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-13,17378.569333,Neutral
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-15,590.06989,Neutral
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-20,3057.28245,Neutral
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-21,8502.805925,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-25,169.617628,Fear
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-26,25.30602,Extreme Fear
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-05,11113.173067,Extreme Fear
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-06,279.152034,Fear
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-07,1.17533,Fear
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-11,276.7687,Extreme Fear
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-13,924.898908,Neutral
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-21,1215.774424,Fear
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-23,514.5145660000001,Fear
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-25,-3323.090682,Neutral
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-26,2323.99174,Neutral
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-01,1334.414834,Fear
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-02,1.1031579999999999,Fear
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-03,160.127816,Fear
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-11,1419.922474,Fear
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-14,18.103863,Fear
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-18,11.209037,Fear
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-23,29.8368,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-04-25,0.18414,Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2023-05-01,0.0,Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-01-11,0.0,Extreme Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-01-15,152.85358,Neutral
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-01-16,-3238.8,Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-01-28,-2478.06972,Neutral
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-04-16,0.0,Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-05-29,0.0,Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-07-24,0.0,Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-07-26,0.0,Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-01,0.0,Neutral
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-03,0.0,Fear
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-04,0.0,Fear
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-06,215.754798,Extreme Fear
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-07,0.0,Fear
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-17,0.0,Fear
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-08-30,0.0,Fear
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-09-05,0.0,Fear
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-18,48.185146,Extreme Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-19,0.0,Extreme Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-29,17511.326788,Extreme Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-30,19050.661786,Extreme Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-01,13.566929,Extreme Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-02,0.0,Extreme Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-14,0.0,Extreme Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-15,346.827642,Extreme Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-16,0.0,Extreme Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-20,22.80272,Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-01-20,0.0,Extreme Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-01-23,-5978.38652,Extreme Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-01-24,0.0,Extreme Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-02-14,19.530304,Neutral
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-02-21,-350.632694,Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-03-06,600.008922,Fear
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-03-10,-8224.491085,Extreme Fear
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-03-11,-58444.949486,Extreme Fear
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-06,0.0,Fear
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-07,9485.86,Extreme Fear
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-09,0.0,Extreme Fear
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-12,2466.604719,Fear
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-13,1076.778732,Neutral
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-21,-3533.6725370000004,Fear
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-22,0.0,Neutral
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-04-25,34.63999,Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-11-12,0.0,Extreme Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-11-20,-808.158708,Extreme Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-01,0.0,Extreme Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-03,0.0,Extreme Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-05,0.0,Extreme Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-06,0.0,Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-09,483.662076,Extreme Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-10,0.0,Extreme Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-11,3721.345649,Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-13,1116.8006,Extreme Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-14,1898.178342,Extreme Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-15,6623.483154,Extreme Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-16,6942.186825,Extreme Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-18,136.054186,Extreme Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-20,1676.3027260000001,Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-24,14849.788861,Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-01,-9655.676981,Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-03,0.0,Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-14,0.0,Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-19,-1584.55781,Extreme Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-20,-401.2638,Extreme Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-23,0.0,Extreme Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-02-23,2.9205,Neutral
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-04,863.956464,Extreme Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-05,8187.59426,Extreme Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-10,-37230.786609,Extreme Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-12,0.0,Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-17,17926.355742,Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-18,238.31419899999997,Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-19,909.907336,Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-20,0.0,Neutral
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-21,0.0,Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-23,4988.749429,Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-24,3896.627832,Neutral
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-25,0.0,Neutral
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-26,3782.33025,Neutral
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-27,6504.316844999999,Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-03,0.0,Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-04,266.39774,Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-06,24553.541149999997,Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-07,25941.716413,Extreme Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-08,3366.444714,Extreme Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-09,-77308.420095,Extreme Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-10,-831.2396219999999,Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-13,3271.3693780000003,Neutral
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-14,128.67829,Fear
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-10-03,100.375782,Fear
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-03,0.0,Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-04,540.05911,Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-07,503.46257599999996,Extreme Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-10,0.0,Extreme Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-11,393.07947,Extreme Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-12,0.0,Extreme Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-13,135.09947,Extreme Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-15,0.0,Extreme Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-19,245.44495999999998,Extreme Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-22,1050.894,Extreme Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-23,788.45072,Extreme Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-26,0.0,Extreme Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-28,3855.7522,Extreme Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-29,0.0,Extreme Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-02,0.0,Extreme Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-26,29897.971695000004,Extreme Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-28,0.0,Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-01-12,3699.757273,Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-01-13,0.0,Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-02-14,8019.163096,Neutral
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-04,0.0,Fear
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-05,562.1943200000001,Fear
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-06,0.0,Fear
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-09,110.553364,Extreme Fear
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-10,0.0,Fear
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-12,3593.989207,Fear
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-13,0.0,Neutral
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-06,0.0,Greed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-12,1762.46,Extreme Greed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-17,27.63736,Extreme Greed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-18,0.0,Extreme Greed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-19,2229.5212300000003,Extreme Greed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-23,12082.95,Greed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-24,0.0,Greed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-08,0.0,Greed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-15,0.0,Greed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-16,0.0,Extreme Greed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-08,0.0,Fear
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-14,0.0,Neutral
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-08,11894.061848,Fear
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-11,9461.082288,Extreme Fear
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-14,16017.255710000001,Fear
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-15,74293.663505,Neutral
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-18,63015.976505,Fear
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-19,0.0,Fear
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-25,0.0,Neutral
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-04-10,8720.984286,Fear
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-20,0.0,Greed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-25,0.0,Greed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-19,0.0,Greed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-20,57478.456026,Greed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-23,88084.992348,Greed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-24,0.0,Greed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-25,0.0,Greed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-09,0.0,Neutral
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-10,0.0,Fear
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-12,0.0,Fear
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-13,0.0,Fear
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-14,0.0,Fear
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-30,0.0,Fear
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-31,0.0,Fear
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-11,0.0,Fear
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-14,0.0,Neutral
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-21,36165.56933,Neutral
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-05,0.0,Neutral
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-11,0.0,Fear
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-11-29,124284.948775,Extreme Greed
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-07,5615.052102,Fear
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-12,22795.8104,Neutral
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-21,82117.04336,Greed
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-09,0.0,Extreme Fear
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-16,0.0,Fear
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-18,0.0,Fear
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-26,0.0,Greed
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-29,0.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-11-30,8.570313,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-01,197.422418,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-03,30.727222,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-04,910.584797,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-05,3174.023699,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-06,514.886454,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-07,1040.616939,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-08,227.072158,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-09,311.290605,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-10,1474.670598,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-11,1157.689489,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-12,574.398074,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-13,587.630504,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-14,1178.021061,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-15,10303.889423,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-16,333.398209,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-17,21172.081622,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-18,3311.822419,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-19,3491.018544,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-20,6049.6938279999995,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-21,7454.276452,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-22,1063.854341,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-23,4704.4420789999995,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-24,1506.989241,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-25,271.246809,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-26,9136.439892,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-27,1473.2450880000001,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-28,74.156745,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-29,1609.679253,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-30,240.749155,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-31,97.688169,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-01,17.784696,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-02,677.276764,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-03,846.655814,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-04,73.451675,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-05,8.594753,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-06,559.643925,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-07,289.257865,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-08,1377.989592,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-09,279.587921,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-10,-271.259943,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-11,71.39075800000003,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-12,103.67729899999999,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-13,218.429393,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-14,992.803005,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-15,361.155853,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-16,319.22369499999996,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-17,498.16985999999997,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-18,307.105046,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-19,541.742729,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-20,2262.94445,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-21,287.821918,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-22,2867.6138889999997,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-23,420.491149,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-24,553.5255989999999,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-25,416.148576,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-26,535.938645,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-27,1295.825632,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-28,475.702642,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-29,41.935052,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-30,783.829317,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-31,488.582241,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-01,526.448209,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-02,-782.6517170000001,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-03,2440.916534,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-04,874.3810560000001,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-05,32.72269,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-06,922.6724320000001,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-07,126.11297599999999,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-08,78.902492,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-09,378.027954,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-10,4.42722,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-11,314.918282,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-12,117.09923500000001,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-13,534.854304,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-14,-10.630689999999959,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-15,231.07204,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-16,278.922501,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-17,19.482565,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-18,336.64107,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-19,89.261197,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-20,168.023469,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-21,165.776644,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-22,31.523152,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-23,122.057796,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-24,437.185458,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-25,3455.584856,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-26,-200.798196,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-27,-195.841458,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-28,933.170538,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-01,109.593094,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-02,349.12092600000005,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-03,376.017126,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-04,444.266681,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-05,423.18325600000003,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-06,102.92652,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-07,781.670551,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-08,119.3611,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-09,0.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-10,0.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-11,266.837111,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-12,78.714444,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-13,-1.2672399999999993,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-15,202.313183,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-16,-6.342484000000001,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-17,-31.277088,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-19,-2.8135689999999993,Fear
